PlayerName,Affiliation,League,Age,Position,Games Played,Market Value (Euros),Last Updated Date,Highest Market Value (Euros),Highest Market Value Date
Carlos Gruezo,FC Augsburg,Bundesliga,24,Midfielder ,0,2000000,"Last update: May 27, 2019",3500000,07/10/2014
Daniel Baier,FC Augsburg,Bundesliga,35,Midfielder ,1,800000,"Last update: Jun 5, 2019",3500000,07/01/2015
Fabian Giefer,FC Augsburg,Bundesliga,29,Goalkeeper,70,300000,"Last update: Jun 5, 2019",3000000,6/30/2013
Felix Gotze,FC Augsburg,Bundesliga,21,Midfielder ,6,1000000,"Last update: Jun 5, 2019",1000000,10/22/2018
Felix Uduokhai,FC Augsburg,Bundesliga,22,Defender ,0,6500000,"Last update: Oct 2, 2019",8000000,04/04/2018
Florian Niederlechner,FC Augsburg,Bundesliga,29,Forward ,4,5000000,"Last update: Oct 2, 2019",5500000,6/19/2017
Fredrik Jensen,FC Augsburg,Bundesliga,22,Midfielder ,0,2500000,"Last update: Jun 5, 2019",3000000,8/22/2018
Georg Teigl,FC Augsburg,Bundesliga,28,Midfielder ,0,700000,"Last update: Jun 5, 2019",900000,12/19/2012
Iago,FC Augsburg,Bundesliga,22,Defender ,0,5000000,"Last update: Oct 2, 2019",5000000,10/02/2019
Jan Moravek,FC Augsburg,Bundesliga,30,Midfielder ,0,750000,"Last update: Jun 5, 2019",3500000,6/29/2011
Jeffrey Gouweleeuw,FC Augsburg,Bundesliga,28,Defender ,0,12000000,"Last update: Jun 5, 2019",12000000,12/18/2018
Jozo Stanic,FC Augsburg,Bundesliga,20,Defender ,0,200000,"Last update: Jun 5, 2019",200000,8/22/2018
Julian Schieber,FC Augsburg,Bundesliga,30,Forward ,0,750000,"Last update: Jun 5, 2019",8000000,6/29/2012
Mads Pedersen,FC Augsburg,Bundesliga,23,Defender ,0,900000,"Last update: Jun 8, 2019",900000,06/08/2019
Marco Richter,FC Augsburg,Bundesliga,21,Forward ,2,10000000,"Last update: Oct 2, 2019",10000000,10/02/2019
Marek Suchy,FC Augsburg,Bundesliga,31,Defender ,0,2250000,"Last update: Jun 4, 2019",4500000,12/03/2010
Maurice Malone,FC Augsburg,Bundesliga,19,Position:                            Centre,9,350000,"Last update: Jul 28, 2019",,
Michael Gregoritsch,FC Augsburg,Bundesliga,25,Forward ,0,12000000,"Last update: Jun 5, 2019",20000000,12/18/2018
Noah Sarenren Bazee,FC Augsburg,Bundesliga,23,Forward ,0,1250000,"Last update: Jun 5, 2019",1500000,1/23/2017
Philipp Max,FC Augsburg,Bundesliga,26,Defender ,1,17000000,"Last update: Jun 5, 2019",20000000,10/22/2018
Rani Khedira,FC Augsburg,Bundesliga,25,Midfielder ,0,10000000,"Last update: Jun 5, 2019",10000000,06/05/2019
Raphael Framberger,FC Augsburg,Bundesliga,24,Defender ,0,1000000,"Last update: Jun 5, 2019",1500000,10/22/2018
Reece Oxford,FC Augsburg,Bundesliga,20,Defender ,0,3000000,"Last update: Oct 2, 2019",7000000,12/19/2018
Ruben Vargas,FC Augsburg,Bundesliga,21,Forward ,3,7000000,"Last update: Oct 2, 2019",7000000,10/02/2019
Seong-hoon Cheon,FC Augsburg,Bundesliga,19,Forward ,2,250000,"Last update: Jul 28, 2019",,
Sergio Cordova,FC Augsburg,Bundesliga,22,Forward ,0,2000000,"Last update: Jun 5, 2019",2000000,12/18/2018
Simon Asta,FC Augsburg,Bundesliga,18,Defender ,1,250000,"Last update: Jun 5, 2019",250000,07/05/2018
Stephan Lichtsteiner,FC Augsburg,Bundesliga,35,Defender ,0,1500000,"Last update: Dec 19, 2018",17000000,6/19/2013
Tin Jedvaj,FC Augsburg,Bundesliga,23,Defender ,0,7500000,"Last update: Jun 5, 2019",8000000,07/01/2015
Tomas Koubek,FC Augsburg,Bundesliga,27,Goalkeeper,24,6000000,"Last update: Jun 3, 2019",7000000,06/04/2018
Ansu Fati,FC Barcelona,LaLiga,17,Forward ,2,25000000,"Last update: Sep 10, 2019",,
Antoine Griezmann,FC Barcelona,LaLiga,28,Forward ,4,130000000,"Last update: Jun 11, 2019",150000000,10/31/2018
Arthur,FC Barcelona,LaLiga,23,Midfielder ,2,70000000,"Last update: Jun 11, 2019",70000000,06/11/2019
Arturo Vidal,FC Barcelona,LaLiga,32,Midfielder ,3,15000000,"Last update: Jun 11, 2019",45000000,07/11/2014
Carles Alena,FC Barcelona,LaLiga,21,Midfielder ,0,30000000,"Last update: Jun 11, 2019",30000000,06/11/2019
Carles Perez,FC Barcelona,LaLiga,21,Forward ,1,10000000,"Last update: Sep 10, 2019",10000000,09/10/2019
Clement Lenglet,FC Barcelona,LaLiga,24,Defender ,1,60000000,"Last update: Jun 11, 2019",60000000,06/11/2019
Frenkie de Jong,FC Barcelona,LaLiga,22,Midfielder ,1,85000000,"Last update: Jun 12, 2019",85000000,06/12/2019
Gerard Pique,FC Barcelona,LaLiga,32,Defender ,1,35000000,"Last update: Jun 11, 2019",50000000,3/22/2018
Ivan Rakitic,FC Barcelona,LaLiga,31,Midfielder ,0,35000000,"Last update: Sep 10, 2019",70000000,10/31/2018
Jean-Clair Todibo,FC Barcelona,LaLiga,19,Defender ,0,8000000,"Last update: Jun 11, 2019",8000000,12/17/2018
Jordi Alba,FC Barcelona,LaLiga,30,Defender ,1,50000000,"Last update: Jun 11, 2019",70000000,10/31/2018
Junior Firpo,FC Barcelona,LaLiga,23,Defender ,1,25000000,"Last update: Jun 11, 2019",25000000,12/21/2018
Lionel Messi,FC Barcelona,LaLiga,32,Forward ,8,150000000,"Last update: Jun 11, 2019",180000000,01/01/2018
Luis Suarez,FC Barcelona,LaLiga,32,Forward ,6,50000000,"Last update: Jun 11, 2019",90000000,11/22/2015
Marc-Andre ter Stegen,FC Barcelona,LaLiga,27,Goalkeeper,15,90000000,"Last update: Jun 11, 2019",90000000,06/11/2019
Moussa Wague,FC Barcelona,LaLiga,21,Defender ,0,5000000,"Last update: Jun 29, 2019",5000000,6/29/2019
Nelson Semedo,FC Barcelona,LaLiga,26,Defender ,0,40000000,"Last update: Jun 11, 2019",40000000,2/28/2019
Neto,FC Barcelona,LaLiga,30,Goalkeeper,0,18000000,"Last update: Jun 11, 2019",18000000,12/21/2018
Ousmane Dembele,FC Barcelona,LaLiga,22,Forward ,1,100000000,"Last update: Jun 11, 2019",120000000,2/28/2019
Samuel Umtiti,FC Barcelona,LaLiga,26,Defender ,0,45000000,"Last update: Jun 11, 2019",70000000,7/16/2018
Sergi Roberto,FC Barcelona,LaLiga,27,Midfielder ,0,50000000,"Last update: Jun 11, 2019",60000000,3/22/2018
Sergio Busquets,FC Barcelona,LaLiga,31,Midfielder ,1,50000000,"Last update: Jun 11, 2019",80000000,01/01/2018
Anco Jansen,FC Emmen,Eredivisie,30,Forward ,0,700000,"Last update: Jun 12, 2019",700000,06/12/2019
Daniel Camara Bos,FC Emmen,Eredivisie,20,Position:                            Right,0,50000,"Last update: Jun 12, 2019",50000,10/04/2018
Dennis Telgenkamp,FC Emmen,Eredivisie,32,Goalkeeper,28,200000,"Last update: Jun 12, 2019",400000,02/11/2015
Desevio Payne,FC Emmen,Eredivisie,23,Defender ,0,100000,"Last update: Jun 12, 2019",400000,7/15/2016
Ferhat Gorgulu,FC Emmen,Eredivisie,28,Defender ,0,50000,"Last update: Jun 17, 2019",350000,6/25/2015
Filip Ugrinic,FC Emmen,Eredivisie,20,Midfielder ,0,750000,"Last update: Jun 4, 2019",1500000,07/12/2018
Freddy Quispel,FC Emmen,Eredivisie,19,Position:                            Centre,5,50000,"Last update: Jul 30, 2019",,
Glenn Bijl,FC Emmen,Eredivisie,24,Defender ,1,900000,"Last update: Jun 12, 2019",900000,06/12/2019
Henk Bos,FC Emmen,Eredivisie,27,Midfielder ,0,125000,"Last update: Jun 12, 2019",250000,1/13/2013
Jafar Arias,FC Emmen,Eredivisie,24,Forward ,0,500000,"Last update: Jun 12, 2019",500000,06/12/2019
Jan-Niklas Beste,FC Emmen,Eredivisie,20,Defender ,0,500000,"Last update: Jun 5, 2019",500000,7/15/2018
Keziah Veendorp,FC Emmen,Eredivisie,22,Defender ,1,600000,"Last update: Jun 12, 2019",600000,06/12/2019
Leon Sopic,FC Emmen,Eredivisie,19,Defender ,1,75000,"Last update: Aug 1, 2019",,
Lorenzo Burnet,FC Emmen,Eredivisie,28,Defender ,0,350000,"Last update: Jun 12, 2019",1000000,01/10/2012
Luciano Slagveer,FC Emmen,Eredivisie,26,Forward ,2,500000,"Last update: Jun 12, 2019",1500000,07/01/2015
Marko Kolar,FC Emmen,Eredivisie,24,Forward ,1,250000,"Last update: Sep 19, 2019",600000,3/17/2015
Matthias Hamrol,FC Emmen,Eredivisie,25,Goalkeeper,1,400000,"Last update: Jun 29, 2019",400000,6/29/2019
Michael Chacon,FC Emmen,Eredivisie,25,Midfielder ,0,700000,"Last update: Jun 12, 2019",700000,06/12/2019
Michael Heylen,FC Emmen,Eredivisie,25,Defender ,0,450000,"Last update: Sep 13, 2019",1500000,6/24/2015
Michael de Leeuw,FC Emmen,Eredivisie,33,Midfielder ,4,600000,"Last update: Jun 12, 2019",2500000,07/01/2015
Miguel Araujo,FC Emmen,Eredivisie,25,Defender ,0,850000,"Last update: Dec 18, 2018",850000,12/18/2018
Nick Bakker,FC Emmen,Eredivisie,27,Defender ,1,400000,"Last update: Jun 12, 2019",400000,06/12/2019
Nikolai Laursen,FC Emmen,Eredivisie,21,Forward ,2,600000,"Last update: Sep 19, 2019",600000,9/19/2019
Robbert de Vos,FC Emmen,Eredivisie,23,Midfielder ,0,75000,"Last update: Jun 12, 2019",75000,06/07/2017
Robin Jalving,FC Emmen,Eredivisie,19,Position:                            Goalkeeper,1,50000,"Last update: Aug 1, 2019",,
Ruben Roosken,FC Emmen,Eredivisie,19,Position:                            Right,0,50000,"Last update: Aug 1, 2019",,
Sergio Pena,FC Emmen,Eredivisie,24,Midfielder ,2,700000,"Last update: Jun 7, 2019",700000,01/11/2019
Shani Tarashaj,FC Emmen,Eredivisie,24,Forward ,1,500000,"Last update: Jun 4, 2019",4000000,4/20/2016
Stefan van der Lei,FC Emmen,Eredivisie,26,Goalkeeper,11,150000,"Last update: Sep 19, 2019",150000,1/16/2019
Tom Hiariej,FC Emmen,Eredivisie,31,Midfielder ,0,300000,"Last update: Sep 19, 2019",900000,7/29/2008
Wouter Marinus,FC Emmen,Eredivisie,24,Midfielder ,3,400000,"Last update: Jun 12, 2019",800000,7/15/2016
Ahmed El Messaoudi,FC Groningen,Eredivisie,24,Midfielder ,0,1000000,"Last update: Jun 12, 2019",1500000,10/05/2014
Ajdin Hrustic,FC Groningen,Eredivisie,23,Midfielder ,3,500000,"Last update: Jun 12, 2019",600000,10/26/2017
Amir Absalem,FC Groningen,Eredivisie,22,,0,400000,"Last update: Sep 19, 2019",400000,9/19/2019
Azor Matusiwa,FC Groningen,Eredivisie,21,Midfielder ,0,1000000,"Last update: Jun 12, 2019",1000000,06/12/2019
Bart van Hintum,FC Groningen,Eredivisie,32,Defender ,0,400000,"Last update: Jun 12, 2019",750000,07/01/2015
Charlison Benschop,FC Groningen,Eredivisie,30,Forward ,3,500000,"Last update: Jun 12, 2019",2000000,1/13/2015
Daniel van Kaam,FC Groningen,Eredivisie,19,,1,200000,"Last update: Jun 12, 2019",200000,06/12/2019
Deyovaisio Zeefuik,FC Groningen,Eredivisie,21,Defender ,0,1500000,"Last update: Sep 19, 2019",1500000,9/19/2019
Django Warmerdam,FC Groningen,Eredivisie,24,Defender ,1,800000,"Last update: Sep 19, 2019",1250000,1/17/2018
Gabriel Gudmundsson,FC Groningen,Eredivisie,20,Forward ,1,300000,"Last update: Jan 16, 2019",300000,1/16/2019
Jan Hoekstra,FC Groningen,Eredivisie,21,,9,200000,"Last update: Jun 12, 2019",200000,12/28/2018
Jan de Boer,FC Groningen,Eredivisie,19,Goalkeeper,2,25000,"Last update: Sep 19, 2019",,
Joel Asoro,FC Groningen,Eredivisie,20,Forward ,1,2000000,"Last update: Jun 28, 2019",2500000,9/24/2018
Kaj Sierhuis,FC Groningen,Eredivisie,21,Forward ,3,1250000,"Last update: Jun 12, 2019",1250000,3/13/2019
Ko Itakura,FC Groningen,Eredivisie,22,Defender ,0,700000,"Last update: Sep 19, 2019",700000,01/05/2019
Marco van Duin,FC Groningen,Eredivisie,32,Goalkeeper,0,75000,"Last update: Jan 21, 2019",200000,6/14/2009
Michael Breij,FC Groningen,Eredivisie,22,,0,400000,"Last update: Jun 12, 2019",500000,10/04/2018
Mike te Wierik,FC Groningen,Eredivisie,27,Defender ,1,1250000,"Last update: Jun 12, 2019",1250000,06/12/2019
Mo El Hankouri,FC Groningen,Eredivisie,22,Forward ,0,500000,"Last update: Jun 12, 2019",500000,06/12/2018
Nicklas Strunck Jakobsen,FC Groningen,Eredivisie,20,,0,600000,"Last update: Jun 8, 2019",600000,06/08/2019
Ramon Pascal Lundqvist,FC Groningen,Eredivisie,22,Midfielder ,2,750000,"Last update: Sep 19, 2019",750000,9/19/2019
Romano Postema,FC Groningen,Eredivisie,17,Forward ,0,75000,"Last update: Sep 19, 2019",,
Sam Schreck,FC Groningen,Eredivisie,20,Midfielder ,0,400000,"Last update: Jun 5, 2019",400000,06/05/2019
Samir Memisevic,FC Groningen,Eredivisie,26,Defender ,0,2500000,"Last update: Jun 12, 2019",2500000,06/12/2019
Sergio Padt,FC Groningen,Eredivisie,29,Goalkeeper,14,2000000,"Last update: Jun 12, 2019",4000000,1/17/2018
Tapmahoe Sopacua,FC Groningen,Eredivisie,19,Defender ,0,75000,"Last update: Aug 1, 2019",,
Thijs Dallinga,FC Groningen,Eredivisie,19,,2,75000,"Last update: Aug 1, 2019",75000,08/01/2019
Adama Traore,FC Metz,Ligue 1,24,Midfielder ,0,2200000,"Last update: Jun 10, 2019",10000000,09/06/2015
Adama Traore,FC Metz,Ligue 1,24,Forward ,0,300000,"Last update: Jun 27, 2019",300000,6/27/2019
Alexandre Oukidja,FC Metz,Ligue 1,31,Goalkeeper,18,2000000,"Last update: Jun 27, 2019",2000000,6/27/2019
Amadou Ndiaye,FC Metz,Ligue 1,19,Forward ,0,150000,"Last update: Jun 27, 2019",150000,01/08/2019
Boubacar Traore,FC Metz,Ligue 1,18,Position:                            Central Midfield,0,100000,"Last update: May 23, 2019",,
Fabien Centonze,FC Metz,Ligue 1,23,Defender ,0,2500000,"Last update: Sep 27, 2019",2500000,9/27/2019
Farid Boulaya,FC Metz,Ligue 1,26,Forward ,0,2000000,"Last update: Jun 3, 2019",2000000,06/03/2019
Guillaume Dietsch,FC Metz,Ligue 1,18,Goalkeeper,0,150000,"Last update: Jun 27, 2019",150000,3/14/2019
Habib Diallo,FC Metz,Ligue 1,24,Forward ,8,6000000,"Last update: Jun 27, 2019",6000000,6/27/2019
Habib Maiga,FC Metz,Ligue 1,23,Midfielder ,0,1000000,"Last update: Jun 27, 2019",1500000,1/24/2018
Ibrahima Niane,FC Metz,Ligue 1,20,Forward ,1,3500000,"Last update: Jun 3, 2019",3500000,06/03/2019
John Boye,FC Metz,Ligue 1,32,Defender ,0,1000000,"Last update: Jun 27, 2019",2500000,01/07/2013
Kevin N'Doram,FC Metz,Ligue 1,23,Midfielder ,0,4000000,"Last update: Jun 3, 2019",6000000,06/04/2018
Mamadou Fofana,FC Metz,Ligue 1,21,Defender ,0,2000000,"Last update: Jun 27, 2019",2000000,6/27/2019
Manuel Cabit,FC Metz,Ligue 1,26,Defender ,0,800000,"Last update: Jun 27, 2019",800000,6/27/2019
Marvin Gakpa,FC Metz,Ligue 1,26,Midfielder ,0,1000000,"Last update: Jun 27, 2019",1000000,6/27/2019
Matthieu Udol,FC Metz,Ligue 1,23,Defender ,0,400000,"Last update: Jun 27, 2019",400000,7/13/2016
Opa Nguette,FC Metz,Ligue 1,25,Forward ,1,2000000,"Last update: Jun 27, 2019",2000000,06/01/2017
Papa Ndiaga Yade,FC Metz,Ligue 1,19,Forward ,0,150000,"Last update: Sep 27, 2019",,
Paul Delecroix,FC Metz,Ligue 1,31,Goalkeeper,1,600000,"Last update: Jun 27, 2019",1000000,1/16/2017
Renaud Cohade,FC Metz,Ligue 1,35,Midfielder ,1,1000000,"Last update: Jun 27, 2019",4000000,5/30/2013
Sami Lahssaini,FC Metz,Ligue 1,21,Midfielder ,0,150000,"Last update: Jul 25, 2019",,
Stoppila Sunzu,FC Metz,Ligue 1,30,Defender ,0,2000000,"Last update: Jun 27, 2019",2000000,11/20/2014
Thierry Ambrose,FC Metz,Ligue 1,22,Forward ,0,2000000,"Last update: Jun 27, 2019",2000000,6/27/2019
Thomas Delaine,FC Metz,Ligue 1,27,Defender ,0,1500000,"Last update: Jun 3, 2019",1500000,06/03/2019
Victorien Angban,FC Metz,Ligue 1,23,Midfielder ,0,3500000,"Last update: Sep 27, 2019",3500000,9/27/2019
Abdoul Kader Bamba,FC Nantes,Ligue 1,25,Forward ,0,800000,"Last update: Sep 27, 2019",,
Abdoulaye Dabo,FC Nantes,Ligue 1,18,Forward ,0,1000000,"Last update: Jun 3, 2019",1000000,09/06/2018
Abdoulaye Toure,FC Nantes,Ligue 1,25,Midfielder ,2,10000000,"Last update: Jun 3, 2019",10000000,03/07/2019
Alban Lafont,FC Nantes,Ligue 1,20,Goalkeeper,12,12000000,"Last update: Sep 27, 2019",18000000,1/24/2018
Alexandre Olliero,FC Nantes,Ligue 1,23,Goalkeeper,0,400000,"Last update: Jun 3, 2019",400000,5/16/2018
Andrei Girotto,FC Nantes,Ligue 1,27,Midfielder ,0,3000000,"Last update: Jun 3, 2019",3000000,06/03/2019
Batista Mendy,FC Nantes,Ligue 1,19,Midfielder ,0,150000,"Last update: Jul 25, 2019",,
Bridge Ndilu,FC Nantes,Ligue 1,19,Forward ,7,400000,"Last update: Jun 28, 2019",,
Charles Traore,FC Nantes,Ligue 1,27,Defender ,0,3000000,"Last update: Jun 3, 2019",3000000,06/03/2019
Cristian Benavente,FC Nantes,Ligue 1,25,Midfielder ,0,5500000,"Last update: Jun 2, 2019",5500000,12/27/2018
Denis Petric,FC Nantes,Ligue 1,31,Goalkeeper,0,400000,"Last update: Jun 3, 2019",1500000,06/06/2015
Dennis Appiah,FC Nantes,Ligue 1,27,Defender ,0,1500000,"Last update: Jun 10, 2019",3000000,7/15/2016
Fabio,FC Nantes,Ligue 1,29,Defender ,0,2500000,"Last update: Jun 3, 2019",8000000,08/08/2011
Imran Louza,FC Nantes,Ligue 1,20,Midfielder ,1,3000000,"Last update: Sep 27, 2019",3000000,9/27/2019
Josue Homawoo,FC Nantes,Ligue 1,22,Defender ,0,150000,"Last update: Jul 25, 2019",,
Kalifa Coulibaly,FC Nantes,Ligue 1,28,Forward ,3,5000000,"Last update: Jun 3, 2019",5000000,06/03/2019
Kayembe,FC Nantes,Ligue 1,25,Midfielder ,0,500000,"Last update: Jun 3, 2019",1500000,2/24/2016
Ludovic Blas,FC Nantes,Ligue 1,21,Midfielder ,1,7000000,"Last update: Sep 27, 2019",7000000,9/27/2019
Marcus Coco,FC Nantes,Ligue 1,23,Forward ,0,3000000,"Last update: Jun 3, 2019",3000000,06/01/2017
Mehdi Abeid,FC Nantes,Ligue 1,27,Midfielder ,0,1750000,"Last update: Jun 3, 2019",2000000,07/01/2015
Molla Wague,FC Nantes,Ligue 1,28,Defender ,0,1000000,"Last update: Jun 28, 2019",2000000,01/04/2016
Moses Simon,FC Nantes,Ligue 1,24,Forward ,2,3000000,"Last update: Jun 11, 2019",6000000,06/03/2018
Nicolas Pallois,FC Nantes,Ligue 1,32,Defender ,0,2500000,"Last update: Jun 3, 2019",3500000,06/06/2015
Rene Krhin,FC Nantes,Ligue 1,29,Midfielder ,0,2000000,"Last update: Jun 3, 2019",3300000,07/01/2014
Samuel Moutoussamy,FC Nantes,Ligue 1,23,Midfielder ,0,5000000,"Last update: Jun 3, 2019",5000000,06/03/2019
Thody Elie Youan,FC Nantes,Ligue 1,20,Forward ,0,250000,"Last update: Jul 25, 2019",,
Thomas Basila,FC Nantes,Ligue 1,20,Defender ,0,500000,"Last update: Jun 3, 2019",500000,5/23/2019
Wesley Moustache,FC Nantes,Ligue 1,20,Defender ,0,150000,"Last update: Jul 25, 2019",,
Agustin Marchesin,FC Porto,Liga NOS,31,Goalkeeper,5,7200000,"Last update: Oct 11, 2019",7200000,10/11/2019
Alex Telles,FC Porto,Liga NOS,26,Defender ,3,35000000,"Last update: Jun 7, 2019",35000000,06/07/2019
Bruno Costa,FC Porto,Liga NOS,22,Midfielder ,0,1000000,"Last update: Jun 7, 2019",1250000,6/29/2018
Chancel Mbemba,FC Porto,Liga NOS,25,Defender ,0,3500000,"Last update: Jun 7, 2019",10000000,10/14/2015
Danilo Pereira,FC Porto,Liga NOS,28,Midfielder ,0,30000000,"Last update: Jun 7, 2019",30000000,06/07/2019
Diogo Costa,FC Porto,Liga NOS,20,Goalkeeper,0,4000000,"Last update: Jun 7, 2019",4000000,06/07/2019
Diogo Leite,FC Porto,Liga NOS,20,Defender ,0,5000000,"Last update: Jun 7, 2019",6000000,11/01/2018
Fabio Silva,FC Porto,Liga NOS,17,Forward ,1,3000000,"Last update: Oct 11, 2019",,
Ivan Marcano,FC Porto,Liga NOS,32,Defender ,3,3000000,"Last update: Oct 11, 2019",8000000,2/22/2017
Jesus Corona,FC Porto,Liga NOS,26,Defender ,0,22000000,"Last update: Jun 7, 2019",22000000,06/07/2019
Luis Diaz,FC Porto,Liga NOS,22,Midfielder ,2,7000000,"Last update: Oct 11, 2019",7000000,10/11/2019
Mamadou Loum,FC Porto,Liga NOS,22,Midfielder ,0,5000000,"Last update: Jun 7, 2019",5000000,3/18/2019
Mateus Uribe,FC Porto,Liga NOS,28,Midfielder ,0,10000000,"Last update: Oct 11, 2019",10000000,10/11/2019
Mouhamed Mbaye,FC Porto,Liga NOS,22,Goalkeeper,11,200000,"Last update: Jun 29, 2019",200000,02/12/2019
Moussa Marega,FC Porto,Liga NOS,28,Forward ,4,30000000,"Last update: Jun 7, 2019",30000000,3/18/2019
Otavio,FC Porto,Liga NOS,24,Midfielder ,0,17000000,"Last update: Jun 7, 2019",17000000,06/07/2019
Pepe,FC Porto,Liga NOS,36,Defender ,1,1000000,"Last update: Jun 7, 2019",30000000,07/10/2007
Renzo Saravia,FC Porto,Liga NOS,26,Defender ,0,5000000,"Last update: Dec 18, 2018",5000000,12/18/2018
Romario Baro,FC Porto,Liga NOS,19,Midfielder ,0,5000000,"Last update: Oct 11, 2019",5000000,10/11/2019
Sergio Oliveira,FC Porto,Liga NOS,27,Midfielder ,1,9000000,"Last update: May 21, 2019",9000000,5/21/2019
Shoya Nakajima,FC Porto,Liga NOS,25,Midfielder ,0,25000000,"Last update: May 3, 2019",25000000,05/03/2019
Tiquinho Soares,FC Porto,Liga NOS,28,Forward ,1,12000000,"Last update: Jun 7, 2019",12000000,3/18/2019
Vincent Aboubakar,FC Porto,Liga NOS,27,Forward ,0,10000000,"Last update: Oct 11, 2019",18000000,02/07/2018
Wilson Manafa,FC Porto,Liga NOS,25,Defender ,0,3500000,"Last update: Jun 7, 2019",3500000,06/07/2019
Ze Luis,FC Porto,Liga NOS,28,Forward ,6,9000000,"Last update: Oct 11, 2019",9000000,10/11/2019
Ahmed Kutucu,FC Schalke 04,Bundesliga,19,Forward ,1,4500000,"Last update: Jun 5, 2019",4500000,03/06/2019
Alessandro Schopf,FC Schalke 04,Bundesliga,25,Midfielder ,0,5000000,"Last update: Jun 5, 2019",7500000,02/07/2017
Alexander Nubel,FC Schalke 04,Bundesliga,23,Goalkeeper,14,12000000,"Last update: Jun 5, 2019",12000000,06/05/2019
Amine Harit,FC Schalke 04,Bundesliga,22,Midfielder ,5,16000000,"Last update: Oct 2, 2019",25000000,04/04/2018
Bastian Oczipka,FC Schalke 04,Bundesliga,30,Defender ,0,4000000,"Last update: Jun 5, 2019",7000000,04/04/2018
Benito Raman,FC Schalke 04,Bundesliga,25,Forward ,0,10000000,"Last update: Oct 2, 2019",12000000,06/05/2019
Benjamin Stambouli,FC Schalke 04,Bundesliga,29,Defender ,0,10000000,"Last update: Jun 5, 2019",11000000,12/18/2018
Daniel Caligiuri,FC Schalke 04,Bundesliga,31,Midfielder ,1,6500000,"Last update: Jun 5, 2019",7500000,07/01/2015
Fabian Reese,FC Schalke 04,Bundesliga,21,Forward ,4,600000,"Last update: Jun 12, 2019",750000,12/28/2017
Guido Burgstaller,FC Schalke 04,Bundesliga,30,Forward ,0,5500000,"Last update: Jun 5, 2019",13000000,06/05/2018
Jonas Carls,FC Schalke 04,Bundesliga,22,Defender ,0,200000,"Last update: Jun 5, 2019",200000,06/05/2019
Jonjoe Kenny,FC Schalke 04,Bundesliga,22,Defender ,1,8000000,"Last update: Oct 2, 2019",8000000,10/02/2019
Juan Miranda,FC Schalke 04,Bundesliga,19,Defender ,0,5000000,"Last update: Jun 29, 2019",5000000,09/03/2018
Levent Mercan,FC Schalke 04,Bundesliga,18,Midfielder ,0,500000,"Last update: Oct 2, 2019",500000,10/02/2019
Mark Uth,FC Schalke 04,Bundesliga,28,Forward ,0,9000000,"Last update: Oct 2, 2019",23000000,8/22/2018
Markus Schubert,FC Schalke 04,Bundesliga,21,Goalkeeper,0,1000000,"Last update: Jun 12, 2019",1000000,01/08/2019
Matija Nastasic,FC Schalke 04,Bundesliga,26,Defender ,0,18000000,"Last update: Jun 5, 2019",22000000,10/22/2018
